id,sample1,sample2,class
1683,95.28,61.2,3
1684,95.05,87.28,3
1685,89.91,68.09,3
1686,80.07,58.56,3
1687,99.82,3.93,3
1688,94.9,16.47,3
1689,86.72,93.8,3
1690,96.51,57.28,3
1691,92.65,43.52,3
1692,98.08,58.6,3
1693,92.24,28.07,3
1694,99.58,64.32,3
1695,92.77,40.65,3
1696,94.27,23.01,3
1697,97.38,16.3,3
1698,91.08,39.12,3
1699,94.41,10.38,3
1700,90.92,61.83,3
1701,98.37,9.62,3
1702,90.73,19.3,3
1703,87.38,72.09,3
1704,98.67,42.09,3
1705,90.18,69.8,3
1706,95.89,12.17,3
1707,99.88,45.1,3
1708,96.97,17.72,3
1709,64.96,35.41,3
1710,99.03,57.27,3
1711,99.76,84.61,3
1712,87.42,70.21,3
1713,59.13,55.89,3
1714,99,43.65,3
1715,53.14,35.56,3
1716,98.86,85.23,3
1717,82.21,30.55,3
1718,98.61,17.59,3
1719,94.6,53.81,3
1720,93.85,41.54,3
1721,100,75,3
1722,100,33.33,3
1723,96.44,47.83,3
1724,98.97,24.74,3
1725,,,3
1726,,,3
1727,99.48,65.97,3
1728,100,36.67,3
1729,,100,3
1730,,100,3
1731,57.9,23.53,3
1732,,100,3
1733,80.59,0,3
1734,0,0,3
1735,,,3
1736,61.9,100,3
1737,,100,3
1738,96.55,45.16,3
1739,59,0,3
1740,,100,3
1741,100,37.5,3
1742,,,3
1743,,,3
1744,,,3
1745,,,3
1746,,,3
1747,,100,3
1748,91.29,98.28,3
1749,94.5,99.83,3
1750,86.18,94.26,3
1751,99.32,99.32,3
1752,95.67,100,3
1753,93.48,100,3
1754,95.4,100,3
1755,96.01,99.9,3
1756,87.52,89.83,3
1757,89.77,93.06,3
1758,97.34,100,3
1759,100,75.8,3
1760,,85.71,3
1761,,23.39,3
1762,95.31,37.38,3
1763,100,92.86,3
1764,,100,3
1765,0,0.84,3
1766,100,75,3
1767,,100,3
1768,100,100,3
1769,,79.28,3
1770,75,54.21,3
1771,100,42.22,3
1772,,29.88,3
1773,84.38,44.46,3
1774,0.08,0.9,3
1775,,96.33,3
1776,15.38,1.79,3
1777,100,96.62,3
1778,100,74.72,3
1779,,100,3
1780,100,1.11,3
1781,8.33,47.62,3
1782,100,51.12,3
1783,0,0,3
1784,90.91,90.84,3
1785,83.95,72.8,3
1786,100,38.44,3
1787,100,100,3
1788,100,90.91,3
1789,98.32,,3
1790,98.19,,3
1791,98.05,100,3
1792,45.83,82.91,3
1793,60.37,88.02,3
1794,62.65,93.47,3
1795,54.94,95.74,3
1796,54.64,88,3
1797,54,96.69,3
1798,46.32,74.74,3
1799,51.8,82.77,3
1800,53.45,87.12,3
1801,64.99,78.65,3
1802,33.82,86.68,3
1803,54.28,76.1,3
1804,72.66,88.18,3
1805,43.64,87.4,3
1806,32.54,93.97,3
1807,76.63,70.99,3
1808,70.49,87.53,3
1809,66.96,83.34,3
1810,54.3,91.6,3
1811,56.36,82.71,3
1812,60.88,88.62,3
1813,46.06,82.79,3
1814,91.35,79.15,3
1815,95.97,89.65,3
1816,90.44,98.42,3
1817,94.36,44.11,3
1818,91.48,78.67,3
1819,99.12,93.84,3
1820,86.89,97.61,3
1821,41.62,30.83,3
1822,96.02,96.36,3
1823,79.25,94.78,3
1824,81.17,70.73,3
1825,86.21,99.39,3
1826,95.33,90.14,3
1827,78.45,94.73,3
1828,96.2,59.17,3
1829,85.3,88.41,3
1830,94.12,96.61,3
1831,99.76,0.04,3
1832,91.82,93.98,3
1833,97.78,86.4,3
1834,93.76,86.11,3
1835,91.13,99.23,3
1836,94.43,76.39,3
1837,90.56,91.85,3
1838,95.14,66.17,3
1839,98.92,92.68,3
1840,94.14,95.37,3
1841,89.65,99.94,3
1842,95.24,88.64,3
1843,90.71,99.09,3
1844,94.79,84.67,3
1845,93.99,96.4,3
1846,99.11,89.49,3
1847,98.87,99.19,3
1848,7.01,0.17,3
1849,3.97,1.59,3
1850,99.43,98.02,3
1851,88.3,55.34,3
1852,68.17,50.96,3
1853,97.82,20.96,3
1854,90.48,50.26,3
1855,65.22,54.36,3
1856,55.37,17.35,3
1857,94.93,98.96,3
1858,87.85,77.25,3
1859,81.82,31.53,3
1860,98.89,96.14,3
1861,81.01,79.74,3
1862,62.3,89.76,3
1863,67.69,55.22,3
1864,69.55,13.99,3
1865,96.52,60.43,3
1866,90.41,89.09,3
1867,94.17,58.75,3
1868,91.59,56.24,3
1869,86.9,38.51,3
1870,65.23,44.96,3
1871,49.28,63.16,3
1872,10.85,65.17,3
1873,89.15,96.11,3
1874,93.39,99.99,3
1875,98.45,89.4,3
1876,65.3,87.95,3
1877,8.97,68.87,3
1878,87.7,78.83,3
1879,38.38,68.44,3
1880,92.89,43.35,3
1881,85.94,75.5,3
1882,77.48,80.41,3
1883,50.05,69.24,3
1884,83.62,91.46,3
1885,0,0,3
1886,79.27,64.26,3
1887,57.39,69.07,3
1888,89.05,92.75,3
1889,45.42,57.41,3
1890,63.11,71.75,3
1891,79.88,69.32,3
1892,57.16,83.16,3
1893,91.66,93.95,3
1894,85.13,89.07,3
1895,83.08,85.89,3
1896,94.19,86.97,3
1897,97.56,98.65,3
1898,52,74.36,3
1899,88.76,96.45,3
1900,69.89,83.13,3
1901,81.04,84.4,3
1902,82.95,88.94,3
1903,84.26,87.6,3
1904,65.61,75.14,3
1905,81.41,70.69,3
1906,89.92,83.66,3
1907,73.72,57.05,3
1908,91.85,95.7,3
1909,88.17,89.99,3
1910,80.97,88.43,3
1911,77.06,78.02,3
1912,91.13,64.37,3
1913,91.59,94.98,3
1914,69.95,76.22,3
1915,100,100,3
1916,99.54,99.54,3
1917,56.34,82.67,3
1918,97.46,93.7,3
1919,99.74,92.54,3
1920,97.95,98.87,3
1921,98.53,92.71,3
1922,98.47,96.29,3
1923,96.72,97.48,3
1924,99.41,99.37,3
1925,97.45,90.97,3
1926,80.82,83.88,3
1927,89.27,78.7,3
1928,96.81,77.8,3
1929,59.99,59.19,3
1930,31.09,36.35,3
1931,82.13,57.33,3
1932,95.55,48.99,3
1933,35.32,75.64,3
1934,96.99,5.6,3
1935,73.72,76.97,3
1936,80.08,46.17,3
1937,95.95,27.05,3
1938,97.76,84.91,3
1939,44.08,71.36,3
1940,79.67,45.94,3
1941,53.71,60.33,3
1942,87.94,26.44,3
1943,96.62,59.57,3
1944,86.79,65.72,3
1945,56.93,47.34,3
1946,65.01,82.46,3
1947,89.52,23.99,3
1948,69.69,90.61,3
1949,89.44,60.24,3
1950,95.92,91.23,3
1951,99.58,96.8,3
1952,88.75,41.93,3
1953,97.66,97.76,3
1954,94.89,69.84,3
1955,87.86,86.94,3
1956,93.11,83.98,3
1957,89.48,22.53,3
1958,82.78,64.87,3
1959,87.4,66.73,3
1960,79.97,73.13,3
1961,83.79,63.04,3
1962,99.24,61.24,3
1963,90.43,88.76,3
1964,91.31,75.84,3
1965,93.33,15.34,3
1966,90.78,85.81,3
1967,97.36,62.19,3
1968,99.3,39.97,3
1969,83.55,80.01,3
1970,94.13,89.68,3
1971,90.26,89.54,3
1972,94.67,72.01,3
1973,85.11,57.94,3
1974,90.12,47.78,3
1975,98.8,90.08,3
1976,97.67,78.21,3
1977,47.68,72.08,3
1978,87.58,89.38,3
1979,87.82,65.55,3
1980,86.42,1.1,3
1981,87.52,78.47,3
1982,98.12,98.85,3
1983,83.48,64.86,3
1984,92.96,58.05,3
1985,76.97,50.82,3
1986,92.51,90.54,3
1987,88.57,8.57,3
1988,73.96,70.62,3
1989,70.28,64.47,3
1990,61.99,65.66,3
1991,86.98,22.87,3
1992,55.5,53.42,3
1993,87.67,72.63,3
1994,87.59,81.96,3
1995,65.39,15.78,3
1996,85.69,84.12,3
1997,99.42,99.41,3
1998,88.47,67.77,3
1999,95.58,97.54,3
2000,88.37,32.82,3
2001,96.45,96.15,3
2002,97.34,87.87,3
2003,68.22,92.15,3
2004,96.27,74.11,3
2005,89.46,81.31,3
2006,82.81,61.36,3
2007,58.01,93.24,3
2008,85.26,91.55,3
2009,92.68,79.32,3
2010,68.18,93.96,3
2011,87.5,54.3,3
2012,79.85,76.53,3
2013,87.52,39.82,3
2014,90.91,100,3
2015,97.06,22.07,3
2016,84.81,62.5,3
2017,68.6,44.98,3
2018,94.31,36.84,3
2019,77.17,22.83,3
